Record_ID,Timestamp,Soil_Moisture,Soil_Temperature,Soil_pH,Humidity,Ambient_Temperature,Solar_Radiation,Wind_Speed,NDVI_Index,5G_Latency_ms,Plant_Health_Status
1215,2024-02-20 14:00:00,32.75,15.74,6.48,39.58,15.59,869.28,0.52,0.595,7.25,Moderate Stress
1216,2024-02-20 15:00:00,13.83,12.94,7.02,69.76,23.24,398.99,4.73,0.605,4.44,Moderate Stress
1217,2024-02-20 16:00:00,8.3,14.13,6.61,66.77,28.42,545.78,3.27,0.846,2.19,Healthy
1218,2024-02-20 17:00:00,32.22,10.05,7.36,76.46,37.77,734.35,6.72,0.273,8.76,Healthy
1219,2024-02-20 18:00:00,31.18,27.97,6.07,90.95,36.16,543.54,8.43,0.38,6.53,Moderate Stress
1220,2024-02-20 19:00:00,15.93,28.31,5.65,89.3,18.19,553.03,3.73,0.505,4.19,Healthy
1221,2024-02-20 20:00:00,43.03,22.87,6.25,91.49,17.33,252.5,4.38,0.849,1.28,Healthy
1222,2024-02-20 21:00:00,11.04,14.03,6.69,45.91,29.73,521.15,9.82,0.904,5.84,High Stress
1223,2024-02-20 22:00:00,22.29,12.09,5.92,38.55,28.3,811.88,7.88,0.945,9.31,Moderate Stress
1224,2024-02-20 23:00:00,42.74,10.48,6.39,49.65,21.66,932.14,8.99,0.919,6.37,High Stress
1225,2024-02-21 00:00:00,21.79,14.14,6.5,88.18,37.49,530.8,4.5,0.204,9.74,Healthy
1226,2024-02-21 01:00:00,30.54,32.27,5.64,93.18,38.18,538.87,2.49,0.236,2.23,Moderate Stress
1227,2024-02-21 02:00:00,20.9,16.04,6.96,85.86,25.07,762.1,4.24,0.311,6.11,Healthy
1228,2024-02-21 03:00:00,15.97,18.86,7.71,37.15,37.26,954.22,7.22,0.462,8.18,Healthy
1229,2024-02-21 04:00:00,44.36,12.63,5.88,91.58,24.6,413.65,1.27,0.822,5.73,Moderate Stress
1230,2024-02-21 05:00:00,21.37,15.56,6.99,57.52,33.42,552.12,2.85,0.869,1.82,Healthy
1231,2024-02-21 06:00:00,40.76,22.98,7.16,30.61,26.9,836.78,0.66,0.34,6.25,High Stress
1232,2024-02-21 07:00:00,14.2,25.19,6.55,58.76,18.06,687.75,4.44,0.665,6.51,Moderate Stress
1233,2024-02-21 08:00:00,13.52,16.13,7.25,32.99,38.2,288.47,8.31,0.888,7.56,Healthy
1234,2024-02-21 09:00:00,6.25,11.44,6.53,65.35,26.35,702.19,0.44,0.548,7.85,Healthy
1235,2024-02-21 10:00:00,31.07,19.78,6.76,52.01,33.36,349.4,6.82,0.278,7.94,Healthy
1236,2024-02-21 11:00:00,19.74,15.86,5.52,60.77,24.18,608.17,9.34,0.543,6.97,Moderate Stress
1237,2024-02-21 12:00:00,39.57,15.49,7.23,69.86,15.47,623.28,2.52,0.482,2.94,High Stress
1238,2024-02-21 13:00:00,23.93,34.0,7.15,86.47,17.51,900.96,7.0,0.633,4.64,Healthy
1239,2024-02-21 14:00:00,43.73,25.41,5.6,73.02,27.41,570.0,9.76,0.529,7.99,Healthy
1240,2024-02-21 15:00:00,12.42,23.92,6.42,58.21,32.25,423.55,9.63,0.213,9.58,Healthy
1241,2024-02-21 16:00:00,39.74,20.39,7.95,83.26,23.37,384.77,2.5,0.945,1.71,Moderate Stress
1242,2024-02-21 17:00:00,36.06,20.72,6.55,88.86,32.39,899.4,1.18,0.608,5.82,Healthy
1243,2024-02-21 18:00:00,35.84,23.52,6.75,37.78,32.47,336.81,1.65,0.555,3.81,Healthy
1244,2024-02-21 19:00:00,38.79,27.41,7.77,64.58,32.6,540.69,7.08,0.916,3.03,Healthy
1245,2024-02-21 20:00:00,35.44,27.55,7.29,48.49,27.31,349.74,7.31,0.317,5.55,Moderate Stress
1246,2024-02-21 21:00:00,30.05,14.29,6.96,33.06,37.87,818.64,6.81,0.342,6.45,High Stress
1247,2024-02-21 22:00:00,10.25,22.5,7.49,73.46,27.23,579.5,3.49,0.806,1.09,Moderate Stress
1248,2024-02-21 23:00:00,6.3,20.3,7.66,86.08,26.26,480.91,1.86,0.396,8.02,High Stress
1249,2024-02-22 00:00:00,41.83,31.76,6.64,40.59,19.98,488.88,5.89,0.799,8.38,High Stress
1250,2024-02-22 01:00:00,29.67,25.79,6.69,82.81,22.69,881.77,4.94,0.404,9.69,Moderate Stress
1251,2024-02-22 02:00:00,36.86,23.31,6.47,85.47,16.06,643.02,7.34,0.225,2.63,Healthy
1252,2024-02-22 03:00:00,24.26,12.88,7.92,89.43,30.84,774.29,4.53,0.588,6.35,High Stress
1253,2024-02-22 04:00:00,9.69,25.14,7.24,47.24,21.21,917.63,3.52,0.348,4.84,Healthy
1254,2024-02-22 05:00:00,10.01,12.93,5.71,88.76,22.6,921.39,3.08,0.768,4.01,High Stress
1255,2024-02-22 06:00:00,32.42,18.43,7.66,50.84,34.27,462.81,2.27,0.681,6.09,Healthy
1256,2024-02-22 07:00:00,22.21,13.57,6.7,65.9,23.18,961.96,2.8,0.893,8.04,Healthy
1257,2024-02-22 08:00:00,13.02,27.3,5.67,33.28,21.05,219.9,1.13,0.787,1.21,Moderate Stress
1258,2024-02-22 09:00:00,24.66,15.16,6.87,32.85,19.23,501.47,3.6,0.336,9.72,Healthy
1259,2024-02-22 10:00:00,7.57,19.8,6.54,76.82,34.37,916.64,0.56,0.8,8.29,High Stress
1260,2024-02-22 11:00:00,28.28,32.39,7.69,58.89,18.24,419.71,2.03,0.681,7.76,Healthy
1261,2024-02-22 12:00:00,15.76,15.11,6.01,46.66,26.34,418.47,7.52,0.702,7.84,Healthy
1262,2024-02-22 13:00:00,36.9,22.7,7.57,42.38,27.67,442.1,3.39,0.824,4.5,Healthy
1263,2024-02-22 14:00:00,17.41,20.48,6.89,73.55,32.18,689.85,6.75,0.63,7.76,High Stress
1264,2024-02-22 15:00:00,23.21,10.45,5.64,30.03,30.83,550.67,7.23,0.55,4.48,High Stress
1265,2024-02-22 16:00:00,5.46,29.82,7.93,82.38,35.27,781.39,5.9,0.677,9.09,High Stress
1266,2024-02-22 17:00:00,7.9,11.73,6.78,35.15,16.12,915.93,9.6,0.423,2.6,Healthy
1267,2024-02-22 18:00:00,20.7,21.86,6.23,42.45,22.41,739.36,0.41,0.337,3.63,Moderate Stress
1268,2024-02-22 19:00:00,24.2,24.02,6.67,55.11,22.0,363.57,7.44,0.662,5.96,High Stress
1269,2024-02-22 20:00:00,29.0,25.71,7.64,61.52,18.65,946.15,9.6,0.375,3.87,Healthy
1270,2024-02-22 21:00:00,16.67,27.22,6.26,53.07,22.23,411.59,8.65,0.26,4.82,High Stress
1271,2024-02-22 22:00:00,32.8,16.33,5.98,50.85,22.74,319.92,1.85,0.2,5.43,Moderate Stress
1272,2024-02-22 23:00:00,39.4,10.25,5.82,92.65,28.05,271.97,3.4,0.656,8.71,Healthy
1273,2024-02-23 00:00:00,36.19,28.09,6.24,71.7,31.59,650.71,1.89,0.472,5.71,High Stress
1274,2024-02-23 01:00:00,6.58,23.39,7.45,31.52,24.53,291.01,6.09,0.764,4.26,High Stress
1275,2024-02-23 02:00:00,24.22,30.9,6.68,57.96,32.99,311.02,7.18,0.481,3.23,Moderate Stress
1276,2024-02-23 03:00:00,9.2,30.53,6.07,86.88,23.4,440.02,3.31,0.565,4.68,High Stress
1277,2024-02-23 04:00:00,14.68,31.08,5.92,49.59,22.26,425.32,5.49,0.505,5.64,Healthy
1278,2024-02-23 05:00:00,44.47,22.13,6.33,36.15,28.53,683.39,6.97,0.688,7.72,Healthy
1279,2024-02-23 06:00:00,10.7,18.34,7.85,79.3,15.59,853.4,4.33,0.467,2.09,Moderate Stress
1280,2024-02-23 07:00:00,24.96,29.79,6.36,69.39,16.99,809.08,8.57,0.923,2.99,Moderate Stress
1281,2024-02-23 08:00:00,29.73,21.28,7.97,67.07,25.45,409.99,7.76,0.902,4.42,Moderate Stress
1282,2024-02-23 09:00:00,33.1,14.59,6.71,33.48,38.57,396.25,0.83,0.836,4.24,Healthy
1283,2024-02-23 10:00:00,27.39,31.37,5.95,39.13,33.04,972.63,6.29,0.89,4.53,Moderate Stress
1284,2024-02-23 11:00:00,5.39,32.06,7.73,70.47,17.2,206.59,2.51,0.537,8.14,High Stress
1285,2024-02-23 12:00:00,18.06,21.66,6.65,43.51,36.16,903.78,5.66,0.602,3.92,High Stress
1286,2024-02-23 13:00:00,25.71,11.89,7.27,62.76,33.31,359.78,9.58,0.757,5.52,Healthy
1287,2024-02-23 14:00:00,8.51,19.7,7.96,65.42,30.27,957.83,8.81,0.722,6.62,High Stress
1288,2024-02-23 15:00:00,19.03,30.09,5.63,48.43,35.51,473.85,4.16,0.868,3.09,Moderate Stress
1289,2024-02-23 16:00:00,6.33,32.54,5.74,91.65,25.1,552.28,3.06,0.737,7.47,High Stress
1290,2024-02-23 17:00:00,8.14,15.09,7.3,84.76,20.54,765.7,2.5,0.948,5.92,Moderate Stress
1291,2024-02-23 18:00:00,20.88,11.67,6.2,76.95,27.8,670.14,5.42,0.461,5.02,High Stress
1292,2024-02-23 19:00:00,10.31,31.93,5.96,35.07,28.72,454.35,1.32,0.825,8.29,Healthy
1293,2024-02-23 20:00:00,27.7,19.74,5.6,36.9,28.46,643.06,5.58,0.723,3.19,Moderate Stress
1294,2024-02-23 21:00:00,32.58,23.54,5.55,62.03,29.13,784.57,0.21,0.719,8.95,High Stress
1295,2024-02-23 22:00:00,37.02,34.2,7.44,40.45,38.72,233.87,3.37,0.444,6.05,Healthy
1296,2024-02-23 23:00:00,13.01,11.66,5.84,93.59,37.56,208.96,2.36,0.789,6.48,High Stress
1297,2024-02-24 00:00:00,11.7,26.21,6.67,40.3,36.89,566.45,9.72,0.875,8.88,Healthy
1298,2024-02-24 01:00:00,9.18,11.85,7.01,61.69,35.04,305.47,7.33,0.364,8.36,High Stress
1299,2024-02-24 02:00:00,30.46,19.39,6.57,53.67,38.59,731.48,3.63,0.669,6.41,Moderate Stress
1300,2024-02-24 03:00:00,33.26,30.1,5.57,71.56,17.46,371.24,1.11,0.494,7.78,Moderate Stress
1301,2024-02-24 04:00:00,6.26,20.84,7.46,38.39,21.63,546.28,5.26,0.942,4.9,Moderate Stress
1302,2024-02-24 05:00:00,42.45,34.93,5.53,57.97,27.38,358.14,2.29,0.559,5.93,Moderate Stress
1303,2024-02-24 06:00:00,7.08,23.98,7.4,47.86,36.16,638.79,5.46,0.371,1.56,Moderate Stress
1304,2024-02-24 07:00:00,26.65,18.03,7.73,87.7,27.63,292.84,8.39,0.486,1.81,High Stress
1305,2024-02-24 08:00:00,33.36,15.5,6.58,32.64,33.7,218.49,6.23,0.69,8.46,High Stress
1306,2024-02-24 09:00:00,39.84,18.76,6.84,89.39,18.47,240.91,6.41,0.257,1.54,High Stress
1307,2024-02-24 10:00:00,33.56,19.31,6.69,84.14,21.31,963.41,5.5,0.653,2.52,High Stress
1308,2024-02-24 11:00:00,37.07,11.72,6.47,49.34,33.29,313.83,9.29,0.898,8.16,Moderate Stress
1309,2024-02-24 12:00:00,18.58,19.24,7.72,81.3,19.12,766.78,9.33,0.838,1.01,Healthy
1310,2024-02-24 13:00:00,37.59,21.61,7.73,32.03,23.78,254.34,5.22,0.251,3.54,Moderate Stress
1311,2024-02-24 14:00:00,8.2,28.07,6.34,92.85,21.62,286.53,3.2,0.945,6.26,High Stress
1312,2024-02-24 15:00:00,40.79,26.42,7.04,64.23,23.75,607.1,4.7,0.724,6.36,Moderate Stress
1313,2024-02-24 16:00:00,26.9,27.72,7.82,49.71,32.71,571.9,2.03,0.322,7.99,Moderate Stress
1314,2024-02-24 17:00:00,37.69,10.21,7.91,53.57,24.2,961.26,6.44,0.209,5.55,Moderate Stress
1315,2024-02-24 18:00:00,23.09,15.44,6.77,34.32,28.88,955.87,5.1,0.328,5.58,Healthy
1316,2024-02-24 19:00:00,30.74,26.54,6.63,94.31,17.5,823.69,1.21,0.829,7.53,Moderate Stress
1317,2024-02-24 20:00:00,26.06,22.1,6.2,32.55,35.13,681.68,2.14,0.216,5.49,Moderate Stress
1318,2024-02-24 21:00:00,34.26,10.13,7.9,72.57,24.25,563.97,4.9,0.375,6.48,Healthy
1319,2024-02-24 22:00:00,8.27,30.11,5.86,58.78,31.21,484.94,8.9,0.768,9.08,Moderate Stress
1320,2024-02-24 23:00:00,7.41,29.32,6.95,91.68,33.13,957.67,5.75,0.64,4.61,Moderate Stress
1321,2024-02-25 00:00:00,14.88,23.71,6.21,45.99,20.24,682.33,6.88,0.787,4.47,Moderate Stress
1322,2024-02-25 01:00:00,11.38,11.66,6.2,64.59,37.12,663.26,3.52,0.76,1.03,Moderate Stress
1323,2024-02-25 02:00:00,39.87,29.16,6.51,61.35,30.41,385.52,5.8,0.238,6.52,Moderate Stress
1324,2024-02-25 03:00:00,13.77,24.59,8.0,75.69,25.72,237.36,4.58,0.869,1.27,High Stress
1325,2024-02-25 04:00:00,44.03,29.55,5.64,34.42,19.56,956.15,6.66,0.37,5.54,Moderate Stress
1326,2024-02-25 05:00:00,18.48,28.79,6.95,42.6,38.56,450.99,0.7,0.615,8.24,Healthy
1327,2024-02-25 06:00:00,12.28,30.08,5.71,43.95,33.88,554.07,5.03,0.683,5.95,Moderate Stress
1328,2024-02-25 07:00:00,36.59,22.95,5.89,77.98,20.2,291.71,3.1,0.326,3.43,High Stress
1329,2024-02-25 08:00:00,31.35,13.51,6.6,42.29,23.44,869.54,3.4,0.932,8.08,Healthy
1330,2024-02-25 09:00:00,24.93,26.78,6.78,67.28,35.24,222.11,9.62,0.566,3.43,Healthy
1331,2024-02-25 10:00:00,27.21,25.51,6.15,43.99,32.39,867.19,1.99,0.243,7.6,Moderate Stress
1332,2024-02-25 11:00:00,33.77,28.56,6.29,86.01,34.14,312.23,3.25,0.903,6.49,High Stress
1333,2024-02-25 12:00:00,14.14,14.25,5.72,91.24,26.03,909.25,5.2,0.64,2.53,Moderate Stress
1334,2024-02-25 13:00:00,44.85,14.87,6.26,63.7,32.91,783.82,8.66,0.724,9.15,High Stress
1335,2024-02-25 14:00:00,43.99,32.26,7.92,52.9,24.66,331.74,4.28,0.594,2.81,High Stress
1336,2024-02-25 15:00:00,31.01,28.75,7.86,45.21,20.28,652.65,7.49,0.826,9.91,Moderate Stress
1337,2024-02-25 16:00:00,12.98,32.71,6.34,33.24,30.82,450.13,8.59,0.225,1.07,High Stress
1338,2024-02-25 17:00:00,32.21,28.97,6.93,47.45,39.4,342.59,3.24,0.401,3.37,Moderate Stress
1339,2024-02-25 18:00:00,7.89,24.93,7.77,72.53,22.77,887.35,4.05,0.552,2.8,High Stress
1340,2024-02-25 19:00:00,6.23,26.35,5.52,64.69,26.52,522.82,3.69,0.257,1.13,Healthy
1341,2024-02-25 20:00:00,15.31,32.23,7.53,91.36,31.85,518.83,8.36,0.729,7.59,Moderate Stress
1342,2024-02-25 21:00:00,23.5,24.47,7.87,55.76,28.54,335.91,0.63,0.495,7.24,High Stress
1343,2024-02-25 22:00:00,39.73,25.81,5.73,75.1,36.09,506.45,3.22,0.405,8.13,Healthy
1344,2024-02-25 23:00:00,34.09,13.91,5.9,61.81,34.04,897.29,6.86,0.203,3.31,Healthy
1345,2024-02-26 00:00:00,34.71,21.85,7.9,63.32,16.46,490.5,5.74,0.74,5.0,Healthy
1346,2024-02-26 01:00:00,22.02,27.91,6.84,47.41,39.96,961.28,4.48,0.825,6.93,Healthy
1347,2024-02-26 02:00:00,18.84,16.77,5.54,59.57,33.81,957.05,5.49,0.496,4.96,Moderate Stress
1348,2024-02-26 03:00:00,19.84,15.06,6.14,60.6,36.6,315.92,2.14,0.623,7.28,High Stress
1349,2024-02-26 04:00:00,44.51,17.85,6.62,75.93,31.28,341.85,4.42,0.371,6.71,Healthy
1350,2024-02-26 05:00:00,6.6,16.04,7.23,91.14,36.41,890.14,5.12,0.667,2.03,High Stress
1351,2024-02-26 06:00:00,39.68,15.37,7.33,51.41,17.81,514.21,9.03,0.209,8.03,High Stress
1352,2024-02-26 07:00:00,28.15,20.62,7.99,32.74,23.69,203.5,2.76,0.566,7.49,High Stress
1353,2024-02-26 08:00:00,22.54,32.7,6.22,62.26,36.91,419.1,8.7,0.683,6.9,Moderate Stress
1354,2024-02-26 09:00:00,34.01,22.68,6.85,65.39,20.04,678.1,6.51,0.889,2.4,Moderate Stress
1355,2024-02-26 10:00:00,24.47,14.7,6.83,40.95,16.96,839.41,0.4,0.486,3.41,Healthy
1356,2024-02-26 11:00:00,39.94,11.92,6.51,79.43,34.7,306.71,7.3,0.774,4.54,High Stress
1357,2024-02-26 12:00:00,41.03,27.4,5.92,94.02,35.89,288.43,0.55,0.648,3.52,Moderate Stress
1358,2024-02-26 13:00:00,21.87,19.57,7.94,91.48,19.07,937.67,9.97,0.895,3.05,Moderate Stress
1359,2024-02-26 14:00:00,16.07,30.55,7.63,42.81,36.36,800.92,8.75,0.499,8.25,Moderate Stress
1360,2024-02-26 15:00:00,28.69,26.49,6.75,86.9,32.17,671.82,3.11,0.439,6.74,Healthy
1361,2024-02-26 16:00:00,41.49,29.91,7.01,75.79,28.0,815.35,2.72,0.865,6.09,Moderate Stress
1362,2024-02-26 17:00:00,13.43,16.8,6.07,59.5,35.76,543.08,3.94,0.237,3.03,High Stress
1363,2024-02-26 18:00:00,29.92,27.31,6.86,65.14,25.48,806.76,3.69,0.302,9.26,Moderate Stress
1364,2024-02-26 19:00:00,30.26,16.6,7.24,85.22,19.85,497.44,3.85,0.262,2.72,Moderate Stress
1365,2024-02-26 20:00:00,34.32,33.48,6.79,61.21,22.12,395.28,3.32,0.832,8.15,Healthy
1366,2024-02-26 21:00:00,10.26,25.91,7.98,54.26,27.63,783.21,6.29,0.208,9.7,High Stress
1367,2024-02-26 22:00:00,33.63,18.11,7.03,62.06,28.28,535.74,1.81,0.846,7.54,Moderate Stress
1368,2024-02-26 23:00:00,41.36,16.74,6.43,67.64,35.14,985.1,8.49,0.538,9.94,High Stress
1369,2024-02-27 00:00:00,12.19,14.77,7.43,42.29,34.78,479.59,8.16,0.203,6.86,High Stress
1370,2024-02-27 01:00:00,14.5,27.37,5.93,88.56,29.53,937.38,4.87,0.501,2.96,Moderate Stress
1371,2024-02-27 02:00:00,43.86,15.47,6.46,73.82,34.52,946.37,8.56,0.34,2.83,Healthy
1372,2024-02-27 03:00:00,12.24,24.88,6.37,71.16,19.79,393.48,2.62,0.668,3.92,High Stress
1373,2024-02-27 04:00:00,39.18,16.62,6.58,36.47,16.25,838.58,0.37,0.71,1.06,Moderate Stress
1374,2024-02-27 05:00:00,24.69,26.55,7.45,69.27,36.84,546.46,6.27,0.566,7.14,High Stress
1375,2024-02-27 06:00:00,14.89,30.37,6.71,37.86,16.89,934.02,4.69,0.23,3.42,High Stress
1376,2024-02-27 07:00:00,39.83,29.45,7.49,35.12,21.17,560.1,5.76,0.692,8.34,High Stress
1377,2024-02-27 08:00:00,22.81,29.02,6.94,64.28,32.38,795.44,9.01,0.832,4.23,Moderate Stress
1378,2024-02-27 09:00:00,25.59,14.69,6.36,56.18,25.24,573.57,9.71,0.74,5.32,High Stress
1379,2024-02-27 10:00:00,19.37,12.21,7.52,68.27,36.91,382.24,6.42,0.822,9.69,High Stress
1380,2024-02-27 11:00:00,28.72,27.47,6.1,35.8,22.45,359.48,7.69,0.35,3.18,Healthy
1381,2024-02-27 12:00:00,11.54,19.21,6.06,58.01,15.3,540.34,1.02,0.867,7.49,Moderate Stress
1382,2024-02-27 13:00:00,20.64,20.81,6.76,41.36,22.52,804.4,1.78,0.442,7.8,Moderate Stress
1383,2024-02-27 14:00:00,43.78,10.78,6.15,94.16,29.45,684.06,7.39,0.21,2.99,High Stress
1384,2024-02-27 15:00:00,15.33,16.49,5.52,66.47,24.4,750.9,4.43,0.833,5.51,Healthy
1385,2024-02-27 16:00:00,31.27,10.84,7.12,74.68,28.37,425.86,4.57,0.906,4.15,High Stress
1386,2024-02-27 17:00:00,18.01,31.98,6.78,51.15,36.91,585.15,3.22,0.692,7.95,High Stress
1387,2024-02-27 18:00:00,35.94,16.08,6.61,36.16,37.81,235.52,6.15,0.374,6.6,Moderate Stress
1388,2024-02-27 19:00:00,10.23,23.93,7.92,93.43,21.65,854.03,2.01,0.389,5.28,Healthy
1389,2024-02-27 20:00:00,43.79,10.97,6.93,48.61,26.55,991.91,6.34,0.55,8.01,High Stress
1390,2024-02-27 21:00:00,23.15,26.67,7.66,57.55,28.73,525.5,1.9,0.873,3.12,Moderate Stress
1391,2024-02-27 22:00:00,14.44,18.08,5.85,72.24,38.73,208.77,0.83,0.312,7.78,High Stress
1392,2024-02-27 23:00:00,7.94,32.45,6.92,31.61,39.97,335.83,3.44,0.819,8.79,High Stress
1393,2024-02-28 00:00:00,11.79,32.2,7.67,82.67,20.89,722.02,2.47,0.418,8.91,Healthy
1394,2024-02-28 01:00:00,25.79,18.13,6.96,64.88,33.17,689.66,8.91,0.806,8.05,Healthy
1395,2024-02-28 02:00:00,18.48,32.52,7.3,48.08,24.45,830.29,0.74,0.89,4.67,Healthy
1396,2024-02-28 03:00:00,38.16,34.9,6.43,34.0,15.2,403.11,1.93,0.521,9.84,High Stress
1397,2024-02-28 04:00:00,22.24,30.64,5.73,40.56,15.23,810.91,5.58,0.474,4.42,Healthy
1398,2024-02-28 05:00:00,14.95,31.12,6.64,88.18,26.51,750.39,4.91,0.802,6.75,Moderate Stress
1399,2024-02-28 06:00:00,29.69,16.23,6.49,74.59,27.21,458.25,0.65,0.597,2.45,High Stress
1400,2024-02-28 07:00:00,33.27,24.42,7.67,46.24,15.56,636.39,0.27,0.713,9.82,Healthy
1401,2024-02-28 08:00:00,11.68,11.68,6.11,34.26,32.17,317.82,9.88,0.667,7.34,High Stress
1402,2024-02-28 09:00:00,11.7,12.37,7.92,74.89,22.35,562.05,6.66,0.315,7.78,High Stress
1403,2024-02-28 10:00:00,6.47,34.97,7.9,67.21,29.0,904.96,3.78,0.834,1.59,Moderate Stress
1404,2024-02-28 11:00:00,34.46,18.17,6.12,56.29,22.52,536.95,4.81,0.347,7.87,Moderate Stress
1405,2024-02-28 12:00:00,31.55,28.7,6.37,53.63,19.18,871.65,2.81,0.899,7.97,Moderate Stress
1406,2024-02-28 13:00:00,23.99,30.17,7.74,44.09,25.18,672.2,3.58,0.388,7.05,High Stress
1407,2024-02-28 14:00:00,38.77,31.45,7.92,73.52,20.81,353.5,6.56,0.75,3.63,High Stress
1408,2024-02-28 15:00:00,37.23,34.94,6.61,93.09,28.37,664.88,8.85,0.413,5.41,Moderate Stress
1409,2024-02-28 16:00:00,28.41,16.04,6.3,41.42,19.97,604.79,2.0,0.438,1.99,High Stress
1410,2024-02-28 17:00:00,39.73,11.01,6.82,68.81,27.71,518.91,8.44,0.433,5.24,Moderate Stress
1411,2024-02-28 18:00:00,13.23,20.28,7.22,57.57,18.93,295.7,1.39,0.761,3.19,Moderate Stress
1412,2024-02-28 19:00:00,9.48,13.25,6.18,59.03,31.77,533.37,2.31,0.618,4.14,Healthy
1413,2024-02-28 20:00:00,15.79,10.56,7.34,46.52,33.85,258.21,0.56,0.862,2.46,Moderate Stress
1414,2024-02-28 21:00:00,7.28,19.01,5.63,83.63,17.76,279.02,1.58,0.431,3.07,Healthy
1415,2024-02-28 22:00:00,26.25,29.59,5.62,61.54,26.7,532.73,9.19,0.719,1.69,Moderate Stress
1416,2024-02-28 23:00:00,42.46,24.15,6.47,65.32,16.77,444.31,4.7,0.765,9.28,High Stress
1417,2024-02-29 00:00:00,6.57,17.82,6.38,49.81,29.95,940.44,0.96,0.314,5.77,Healthy
1418,2024-02-29 01:00:00,9.88,26.36,6.29,41.82,21.61,500.56,9.61,0.5,4.57,High Stress
1419,2024-02-29 02:00:00,23.09,15.8,6.73,35.58,28.19,806.29,8.81,0.562,5.82,High Stress
1420,2024-02-29 03:00:00,42.36,10.36,6.3,76.42,27.94,624.2,7.6,0.467,6.65,Moderate Stress
1421,2024-02-29 04:00:00,17.65,29.11,5.98,42.76,38.11,763.27,9.35,0.442,9.3,Moderate Stress
1422,2024-02-29 05:00:00,25.29,25.59,6.27,74.85,28.73,408.09,2.36,0.715,2.61,High Stress
1423,2024-02-29 06:00:00,6.66,29.06,7.94,55.37,29.57,953.52,8.4,0.362,3.66,Moderate Stress
1424,2024-02-29 07:00:00,10.93,10.97,6.53,57.03,25.04,624.07,6.96,0.732,9.78,Moderate Stress
1425,2024-02-29 08:00:00,44.47,30.93,6.61,60.5,38.73,865.06,8.72,0.901,4.34,Moderate Stress
1426,2024-02-29 09:00:00,43.6,25.49,6.94,53.9,34.43,492.04,8.01,0.624,1.2,High Stress
1427,2024-02-29 10:00:00,5.2,24.08,7.96,36.54,22.14,280.17,3.6,0.659,2.33,Healthy
1428,2024-02-29 11:00:00,43.07,25.62,6.1,50.13,36.11,738.97,7.79,0.252,1.24,Healthy
1429,2024-02-29 12:00:00,30.56,31.61,7.2,73.14,25.81,206.21,2.77,0.848,9.91,High Stress
1430,2024-02-29 13:00:00,39.72,24.67,7.29,73.28,35.72,580.23,3.42,0.414,3.51,Moderate Stress
1431,2024-02-29 14:00:00,23.19,24.52,7.02,48.6,35.57,354.24,1.26,0.661,9.31,Moderate Stress
1432,2024-02-29 15:00:00,25.62,34.77,5.72,59.91,19.72,701.9,9.36,0.934,9.96,Healthy
1433,2024-02-29 16:00:00,24.55,28.92,7.19,42.57,32.53,983.54,3.05,0.647,6.4,High Stress
1434,2024-02-29 17:00:00,31.67,21.06,5.66,43.67,22.27,571.52,5.3,0.744,1.3,High Stress
1435,2024-02-29 18:00:00,10.59,27.68,6.99,31.5,22.44,854.0,4.04,0.534,1.73,Moderate Stress
1436,2024-02-29 19:00:00,6.2,19.73,7.35,88.29,22.41,606.23,9.61,0.245,5.33,Moderate Stress
1437,2024-02-29 20:00:00,17.32,15.72,6.03,43.7,33.14,596.67,3.48,0.798,4.66,Moderate Stress
1438,2024-02-29 21:00:00,33.19,24.92,7.6,44.79,20.75,944.34,7.83,0.226,6.46,High Stress
1439,2024-02-29 22:00:00,13.07,33.2,5.58,48.17,15.02,911.97,8.58,0.725,4.95,Healthy
1440,2024-02-29 23:00:00,31.94,33.23,7.61,38.28,32.88,828.64,4.47,0.217,9.41,High Stress
1441,2024-03-01 00:00:00,43.8,18.55,6.65,71.55,19.28,437.0,3.91,0.847,5.81,High Stress
1442,2024-03-01 01:00:00,8.76,23.19,6.04,34.88,17.61,636.01,7.53,0.318,7.24,High Stress
1443,2024-03-01 02:00:00,31.9,15.29,5.83,38.72,20.94,379.12,9.15,0.586,9.07,Healthy
1444,2024-03-01 03:00:00,22.75,34.89,7.88,71.91,24.5,555.13,7.6,0.648,2.32,Moderate Stress
1445,2024-03-01 04:00:00,39.73,34.53,5.68,52.08,26.9,587.37,2.43,0.543,3.07,Moderate Stress
1446,2024-03-01 05:00:00,12.09,26.24,6.0,76.02,16.11,865.31,8.91,0.456,1.97,High Stress
1447,2024-03-01 06:00:00,32.71,30.11,6.37,66.23,39.26,916.82,4.0,0.551,2.26,High Stress
1448,2024-03-01 07:00:00,38.52,27.88,7.05,46.64,32.9,531.7,5.85,0.434,5.61,Healthy
1449,2024-03-01 08:00:00,42.78,24.83,6.86,72.3,23.08,214.16,8.35,0.529,3.89,Healthy
1450,2024-03-01 09:00:00,32.33,11.33,5.81,37.56,22.97,889.42,2.05,0.469,4.81,Moderate Stress
1451,2024-03-01 10:00:00,24.89,21.37,6.22,64.87,26.21,339.42,7.89,0.625,9.84,High Stress
1452,2024-03-01 11:00:00,29.71,26.87,6.1,58.41,30.66,697.51,6.04,0.378,2.41,Healthy
1453,2024-03-01 12:00:00,39.76,26.94,6.03,47.41,18.66,219.98,8.95,0.941,5.87,Healthy
